"270072577;37,3;29,7;Youtube Premium »ндивидуальна€ (1 √од);24-11-2023;24-11-2023"
"270072577;27;8;Youtube Premium —писали;30-1-2024;30-1-2024"
"270072577;38;9,6;YouTube Premium личный;17-12-2024;18-12-2024"
"6009292549;3,4;0;Youtube Premium »ндивидуальна€ (1 мес€ц);20-11-2023;20-11-2023"
"6009292549;3,4;2,7;Youtube Premium »ндивидуальна€ (1 мес€ц);21-12-2023;21-12-2023"
"6009292549;3,4;0;Youtube Premium »ндивидуальна€ (1 мес€ц);23-1-2024;23-1-2024"
"6009292549;3,4;0,8;Youtube Premium »ндивидуальна€ (1 мес€ц);23-2-2024;23-2-2024"
"6009292549;3,4;0,8;Youtube Premium »ндивидуальна€ (1 мес€ц);22-3-2024;22-3-2024"
"6009292549;3,4;0,8;Youtube Premium »ндивидуальна€ (1 мес€ц);23-4-2024;23-4-2024"
"6009292549;6,85;1,6;YouTube Premium (2 мес€ца);25-5-2024;25-5-2024"
"1531373495;75;40;ChatGPT Plus (3 мес€ца);22-7-2023;22-7-2023"
"1531373495;20;0;ChatGPT —писал;18-8-2023;18-8-2023"
"1531373495;25;20;ChatGPT Plus (1 мес€ц) ;19-9-2023;19-9-2023"
"1531373495;25;20;ChatGPT Plus (1 мес€ц) ;19-10-2023;19-10-2023"
"1531373495;25;20;ChatGPT Plus (1 мес€ц) ;21-11-2023;21-11-2023"
"337149766;3;0;Canva Pro (ѕробный период);27-7-2023;27-7-2023"
"337149766;3;0;Canva Pro (ѕробный период);13-10-2023;13-10-2023"
"337149766;3;0;Canva Pro (ѕробный период);13-11-2023;13-11-2023"
"337149766;3;0;Canva Pro (ѕробный период);8-2-2024;8-2-2024"
"337149766;3;0;Canva Pro (ѕробный период);26-3-2024;26-3-2024"
"337149766;3;0;Canva Pro (ѕробный период);27-4-2024;27-4-2024"
"337149766;19;15;Canva Pro (1 мес€ц);5-7-2024;5-7-2024"
"353968103;5;0;ChatGPT (Cкладчина) ;24-11-2023;24-11-2023"
"353968103;5;0;ChatGPT (Cкладчина) ;8-2-2024;8-2-2024"
"353968103;12,5;10;ChatGPT API;25-2-2024;25-2-2024"
"353968103;5;0;ChatGPT (Cкладчина) ;5-4-2024;5-4-2024"
"353968103;62,47;50;GUPSHOP (баланс);24-7-2024;24-7-2024"
"353968103;122,23;100;аренда карты;5-8-2024;5-8-2024"
"353968103;121,25;99;аренда карты;5-8-2024;5-8-2024"
"353968103;14,2;10,5;аренда карты;14-8-2024;14-8-2024"
"353968103;117,81;102;аренда карты;29-8-2024;29-8-2024"
"1213679205;18,75;0;Canva Pro (1 мес€ц);23-11-2023;23-11-2023"
"6093736210;3,4;0;Youtube Premium »ндивидуальна€ (1 мес€ц);10-8-2023;10-8-2023"
"6093736210;1;0;Spotify Ћичный (1 мес€ц);29-9-2023;29-9-2023"
"6093736210;12,5;0;Midjourney Basic Plan (1 мес€ц);19-10-2023;19-10-2023"
"653369256;31;27;Dynadot.com;11-8-2023;11-8-2023"
"653369256;220;200;Hatredio.spp.io;16-8-2023;16-8-2023"
"653369256;0;10;¬озврат средств;28-12-2023;28-12-2023"
"653369256;77;70;Dynadot.com;10-1-2024;10-1-2024"
"653369256;3;0;Canva Pro (1 мес€ц);21-2-2024;21-2-2024"
"653369256;20,53;15;Canva Pro (1 мес€ц);3-7-2024;3-7-2024"
"653369256;20,18;15;Canva Pro (1 мес€ц);21-8-2024;21-8-2024"
"653369256;19;15,48;Canva;26-11-2024;27-11-2024"
"653369256;19,45;15;Canva;9-10-2024;9-10-2024"
"6123401850;2,1;0;Youtube Premium »ндивидуальна€ (1 мес€ц);10-8-2023;10-8-2023"
"6123401850;2,1;0;Youtube Premium »ндивидуальна€ (1 мес€ц);6-9-2023;6-9-2023"
"6123401850;3,4;2,7;Youtube Premium »ндивидуальна€ (1 мес€ц);11-9-2023;11-9-2023"
"6123401850;26;21,5;Google Play ќплата приложений;13-9-2023;13-9-2023"
"6123401850;3,4;0;Youtube Premium »ндивидуальна€ (1 мес€ц);21-11-2023;21-11-2023"
"6123401850;13,25;11;Google Play ќплата приложений;1-12-2023;1-12-2023"
"6123401850;5;0;Youtube Premium (—кладчина);20-12-2023;20-12-2023"
"6123401850;8,32;6,66;ѕеревод зарубеж;4-1-2024;4-1-2024"
"6123401850;11,6;9,3;ѕеревод зарубеж;5-1-2024;5-1-2024"
"6123401850;20;16;ѕеревод зарубеж;6-1-2024;6-1-2024"
"6123401850;10;8;ѕеревод зарубеж;14-1-2024;14-1-2024"
"6123401850;2;0,8;Youtube Premium »ндивидуальна€ (1 мес€ц);21-1-2024;21-1-2024"
"6123401850;3,4;0,8;Youtube Premium »ндивидуальна€ (1 мес€ц);28-2-2024;28-2-2024"
"6123401850;4,5;0;ChatGPT (Cкладчина) ;2-5-2024;2-5-2024"
"274597120;2;0;Youtube Premium »ндивидуальна€ (1 мес€ц);12-8-2023;12-8-2023"
"274597120;3,4;2,7;Youtube Premium »ндивидуальна€ (1 мес€ц);28-12-2023;28-12-2023"
"274597120;3,4;0;Youtube Premium »ндивидуальна€ (1 мес€ц);4-2-2024;4-2-2024"
"766889111;1;0;ChatGPT аккаунт;11-8-2023;11-8-2023"
"764891370;4,2;3,5; акой то —ервис;10-8-2023;10-8-2023"
"764891370;5,2;5;аренда карты;15-6-2024;15-6-2024"
"764891370;4,71;3,19;exaroton;27-12-2024;30-12-2024"
"427126841;3,5;0;Youtube Premium »ндивидуальна€ (1 мес€ц);15-8-2023;15-8-2023"
"642793674;1,2;0;Zoom ѕрофессиональный (1 мес€ц);15-8-2023;15-8-2023"
"642793674;18,75;18;Zoom ѕрофессиональный (1 мес€ц);17-9-2023;17-9-2023"
"642793674;18,75;15;Zoom ѕрофессиональный (1 мес€ц);29-10-2023;29-10-2023"
"642793674;18,75;15;Zoom ѕрофессиональный (1 мес€ц);29-11-2023;29-11-2023"
"642793674;18,75;15;Zoom ѕрофессиональный (1 мес€ц);15-1-2024;15-1-2024"
"642793674;18,75;15;Zoom ѕрофессиональный (1 год);26-2-2024;26-2-2024"
"642793674;18,75;15;Zoom ѕрофессиональный (1 год);26-2-2024;26-2-2024"
"2010655290;25;20;Myusedpantystore.com;16-8-2023;16-8-2023"
"5209972112;18,75;15;Zoom ѕрофессиональный (1 мес€ц);16-8-2023;16-8-2023"
"872851194;32,48;0;Nataliakaptsova.com;21-8-2023;21-8-2023"
"1459555023;3,4;0;Youtube Premium »ндивидуальна€ (1 мес€ц);21-8-2023;21-8-2023"
"1757235808;4,8;4;ChatGPT (Cкладчина) ;21-8-2023;21-8-2023"
"1757235808;13,75;11; акой то —ервис;9-9-2023;9-9-2023"
"1757235808;25;20;ChatGPT Plus (1 мес€ц) ;27-9-2023;27-9-2023"
"1757235808;25;20;ChatGPT Plus (1 мес€ц) ;4-6-2024;4-6-2024"
"1757235808;0;2,53;аренда карты;27-6-2024;27-6-2024"
"1757235808;94,25;88,8;Steam;25-11-2024;26-11-2024"
"1757235808;4,71;2,4;Steam;25-11-2024;26-11-2024"
"443336627;5;0;Youtube Premium —емейна€ (1 мес€ц);22-8-2023;22-8-2023"
"443336627;5;4,16;Youtube Premium —емейна€ (1 мес€ц);22-9-2023;22-9-2023"
"443336627;5;4;Youtube Premium —емейна€ (1 мес€ц);21-10-2023;21-10-2023"
"443336627;3,4;2,7;Youtube Premium (—кладчина);22-11-2023;22-11-2023"
"443336627;5;4;Youtube Premium (—кладчина);24-12-2023;24-12-2023"
"443336627;5;4;Youtube Premium —емейна€ (1 мес€ц);23-1-2024;23-1-2024"
"443336627;5;4;Youtube Premium —емейна€ (1 мес€ц);25-2-2024;25-2-2024"
"443336627;5;4;Youtube Premium —емейна€ (1 мес€ц);1-4-2024;1-4-2024"
"443336627;5,12;4;Youtube Premium —емейна€ (1 мес€ц);9-5-2024;9-5-2024"
"443336627;5,67;3,7;Youtube Premium —емейна€ (1 мес€ц);13-6-2024;13-6-2024"
"443336627;6,01;3,54761904761905;Youtube Premium —емейна€ (1 мес€ц);18-8-2024;18-8-2024"
"443336627;5,86;3,5;Youtube Premium —емейна€ (1 мес€ц);19-9-2024;19-9-2024"
"443336627;5,08;3,53;YouTube Premium личный;18-1-2025;20-1-2025"
"443336627;5,09;3,56;YouTube Premium личный;16-12-2024;17-12-2024"
"443336627;5,42;3,5;YouTube Premium личный;11-11-2024;12-11-2024"
"541888498;228;217;Tradingview Premium (1 год) ;21-11-2023;21-11-2023"
"541888498;171;154;Tradingview Premium (1 год) ;22-11-2024;22-11-2024"
"496201467;5;3,4;Youtube Premium »ндивидуальна€ (1 мес€ц);1-9-2023;1-9-2023"
"496201467;5;4;Youtube Premium —емейна€ (1 мес€ц);1-10-2023;1-10-2023"
"496201467;5;4;Youtube Premium —емейна€ (1 мес€ц);1-11-2023;1-11-2023"
"496201467;5;4;Youtube Premium —емейна€ (1 мес€ц);1-12-2023;1-12-2023"
"169957222;74,6;55,2;Youtube Premium »ндивидуальна€ (1 √од);1-9-2023;1-9-2023"
"169957222;31,56;9,6;Youtube Premium —писали;9-3-2024;9-3-2024"
"169957222;20,4;4,8;Youtube Premium —писали;30-3-2024;30-3-2024"
"169957222;75,86;19,2;Youtube Premium »ндивидуальна€ (1 √од);9-9-2024;9-9-2024"
"871028961;5;0;ChatGPT (Cкладчина) ;2-9-2023;2-9-2023"
"5087952840;0;10; акой то —ервис;3-9-2023;3-9-2023"
"1000127313;3;0; Spotify ѕервый мес€ц;23-11-2023;23-11-2023"
"333246973;5,5;0;ChatGPT (Cкладчина) ;4-9-2023;4-9-2023"
"333246973;5,5;0;ChatGPT (Cкладчина) ;3-10-2023;3-10-2023"
"333246973;5;0;ChatGPT (Cкладчина) ;2-11-2023;2-11-2023"
"333246973;5;0;ChatGPT (Cкладчина) ;1-12-2023;1-12-2023"
"333246973;5;0;ChatGPT (Cкладчина) ;4-1-2024;4-1-2024"
"1200917168;0,7;0;“елеграм ак;19-2-2024;19-2-2024"
"1200917168;5;0;ChatGPT (Cкладчина) ;24-11-2023;24-11-2023"
"915024001;0,7;0;“елеграм ак;14-3-2023;14-3-2023"
"328358652;3;0;VPN;20-3-2023;20-3-2023"
"1885073805;0,7;0;“елеграм ак;15-3-2023;15-3-2023"
"1885073805;0,7;0;“елеграм ак;19-3-2023;19-3-2023"
"1885073805;0,7;0;“елеграм ак;27-3-2023;27-3-2023"
"1885073805;1;0;“елеграм ак;20-5-2023;20-5-2023"
"1718056855;0,7;0;“елеграм ак;6-4-2023;6-4-2023"
"533597101;0,7;0;“елеграм ак;8-4-2023;8-4-2023"
"1247354127;0,7;0;“елеграм ак;9-4-2023;9-4-2023"
"1852076449;37,3;29,7;Youtube Premium »ндивидуальна€ (1 √од);5-9-2023;5-9-2023"
"1817217247;104,7;81,2; акой то —ервис;21-11-2023;21-11-2023"
"32309253;3,4;2,77;Youtube Premium »ндивидуальна€ (1 мес€ц);7-9-2023;7-9-2023"
"32309253;38,5;31,2;Youtube Music »ндивидуальна€ (1 √од);10-10-2023;10-10-2023"
"32309253;26;8;Youtube Premium —писали;17-1-2024;17-1-2024"
"32309253;37,3;9,6;Youtube Premium;5-11-2024;11-11-2024"
"511330224;30,5;27,25;Nataliakaptsova.com;8-9-2023;8-9-2023"
"511330224;30,6;26,6;Nataliakaptsova.com;13-10-2023;13-10-2023"
"511330224;42;41;аренда карты;20-4-2024;20-4-2024"
"511330224;27;23;PlayStation ѕокупка игор;6-5-2024;6-5-2024"
"115339285;6;0;ChatGPT (Cкладчина) ;9-9-2023;9-9-2023"
"782607903;5;0;Youtube Premium —емейна€ (1 мес€ц);11-9-2023;11-9-2023"
"782607903;3,75;3;Discourd Nitro;14-9-2023;14-9-2023"
"782607903;5;4;Steam ƒругой тариф;16-9-2023;16-9-2023"
"782607903;15,46;12,66;Steam ƒругой тариф;22-9-2023;22-9-2023"
"782607903;18,75;15;Steam ƒругой тариф;6-12-2023;6-12-2023"
"782607903;12,5;10;Bloody продукци€;6-2-2024;6-2-2024"
